<http://dbpedia.org/resource/Teen_Angel_(song)>,http://dbpedia.org/ontology/writer,<http://dbpedia.org/resource/Mark_Dinning>,0.07,List of 1960s one-hit wonders in the United States
<http://dbpedia.org/resource/Teen_Angel_(song)>,http://dbpedia.org/property/writer,<http://dbpedia.org/resource/Mark_Dinning>,0.05,List of 1960s one-hit wonders in the United States
<http://dbpedia.org/resource/Tracy%27s_Theme>,http://dbpedia.org/property/artist,<http://dbpedia.org/resource/Howie_Richmond>,0.19,List of 1960s one-hit wonders in the United States
<http://dbpedia.org/resource/Tracy%27s_Theme>,http://dbpedia.org/ontology/writer,<http://dbpedia.org/resource/Howie_Richmond>,0.07,List of 1960s one-hit wonders in the United States
<http://dbpedia.org/resource/Tracy%27s_Theme>,http://dbpedia.org/ontology/musicalBand,<http://dbpedia.org/resource/Howie_Richmond>,0.19,List of 1960s one-hit wonders in the United States
<http://dbpedia.org/resource/Tracy%27s_Theme>,http://dbpedia.org/ontology/musicalArtist,<http://dbpedia.org/resource/Howie_Richmond>,0.19,List of 1960s one-hit wonders in the United States
<http://dbpedia.org/resource/Tracy%27s_Theme>,http://dbpedia.org/property/writer,<http://dbpedia.org/resource/Howie_Richmond>,0.05,List of 1960s one-hit wonders in the United States
<http://dbpedia.org/resource/Money_(That%27s_What_I_Want)>,http://dbpedia.org/property/artist,<http://dbpedia.org/resource/Barrett_Strong>,0.19,List of 1960s one-hit wonders in the United States
<http://dbpedia.org/resource/Money_(That%27s_What_I_Want)>,http://dbpedia.org/ontology/writer,<http://dbpedia.org/resource/Barrett_Strong>,0.07,List of 1960s one-hit wonders in the United States
<http://dbpedia.org/resource/Money_(That%27s_What_I_Want)>,http://dbpedia.org/ontology/musicalBand,<http://dbpedia.org/resource/Barrett_Strong>,0.19,List of 1960s one-hit wonders in the United States
<http://dbpedia.org/resource/Money_(That%27s_What_I_Want)>,http://dbpedia.org/ontology/musicalArtist,<http://dbpedia.org/resource/Barrett_Strong>,0.19,List of 1960s one-hit wonders in the United States
<http://dbpedia.org/resource/Money_(That%27s_What_I_Want)>,http://dbpedia.org/property/writer,<http://dbpedia.org/resource/Barrett_Strong>,0.05,List of 1960s one-hit wonders in the United States
<http://dbpedia.org/resource/Fannie_Mae_(song)>,http://dbpedia.org/property/writer,<http://dbpedia.org/resource/Buster_Brown_(musician)>,0.05,List of 1960s one-hit wonders in the United States
<http://dbpedia.org/resource/He%27ll_Have_to_Go#Cover_versions_and_answer_songs>,http://dbpedia.org/property/artist,<http://dbpedia.org/resource/Jeanne_Black>,0.19,List of 1960s one-hit wonders in the United States
<http://dbpedia.org/resource/He%27ll_Have_to_Go#Cover_versions_and_answer_songs>,http://dbpedia.org/ontology/writer,<http://dbpedia.org/resource/Jeanne_Black>,0.07,List of 1960s one-hit wonders in the United States
